X..Gene.Family	test_data_Abundance.RPKs
UniRef90_A0A074UFP4	0
UniRef90_A0A074UFP4|unclassified	0
UniRef90_A0A074UFR2	0
UniRef90_A0A074UFR2|unclassified	0
UniRef90_A0A074UFS4	14.2326674295
UniRef90_A0A074UFS4|unclassified	14.2326674295
UniRef90_A0A074UFZ6	5.9156613321
UniRef90_A0A074UFZ6|unclassified	5.9156613321
UniRef90_A0A074UG22	2.9411764706
UniRef90_A0A074UG22|unclassified	2.9411764706
UniRef90_A0A074UG47	0
UniRef90_A0A074UG47|unclassified	0
UniRef90_A0A074UG54	0
UniRef90_A0A074UG54|unclassified	0
UniRef90_A0A074UGA9	7.0678438787
UniRef90_A0A074UGA9|unclassified	7.0678438787
UniRef90_A0A074UGD5	8.6393491566
UniRef90_A0A074UGD5|unclassified	8.6393491566
UniRef90_A0A074UGU1	15.0522054734
UniRef90_A0A074UGU1|unclassified	15.0522054734
UniRef90_A0A075MD27	0
UniRef90_A0A075MD27|unclassified	0
UniRef90_A0A076LF47	0.6668678317
UniRef90_A0A076LF47|unclassified	0.6668678317
UniRef90_A0A077ZFA9	2.3464025817
UniRef90_A0A077ZFA9|unclassified	2.3464025817
UniRef90_A0A078LCM2	122.6502199098
UniRef90_A0A078LCM2|unclassified	122.6502199098
UniRef90_A0A078LCP1	211.7418647411
UniRef90_A0A078LCP1|g__Enterobacter.s__Enterobacter_cloacae_complex	197.5219387442
UniRef90_A0A078LCP1|unclassified	14.2199259968
UniRef90_A0A078LD71	16.7179732142
UniRef90_A0A078LD71|unclassified	16.7179732142
UniRef90_A0A078LHG6	112.7595841549
UniRef90_A0A078LHG6|unclassified	112.7595841549
UniRef90_A0A078LHI1	62.5936124079
UniRef90_A0A078LHI1|g__Enterobacter.s__Enterobacter_cloacae_complex	62.5936124079
UniRef90_A0A078LI12	73.7819103842
UniRef90_A0A078LI12|g__Enterobacter.s__Enterobacter_cloacae_complex	73.7819103842
UniRef90_A0A078LKV6	113.8018417293
UniRef90_A0A078LKV6|g__Enterobacter.s__Enterobacter_cloacae_complex	113.8018417293
UniRef90_A0A078LKW4	134.9340406466
UniRef90_A0A078LKW4|g__Enterobacter.s__Enterobacter_cloacae_complex	114.3742999770
UniRef90_A0A078LKW4|unclassified	20.5597406697
UniRef90_A0A080KAY6	1.8840388353
UniRef90_A0A080KAY6|unclassified	1.8840388353
UniRef90_A0A080U5X1	145.2241715400
UniRef90_A0A080U5X1|g__Bacillus.s__Bacillus_subtilis_group	145.2241715400
UniRef90_A0A080UG23	20.1360300698
UniRef90_A0A080UG23|unclassified	20.1360300698
UniRef90_A0A080UHS2	32.4895593531
UniRef90_A0A080UHS2|unclassified	32.4895593531
UniRef90_A0A080UIS2	0
UniRef90_A0A080UIS2|unclassified	0
UniRef90_A0A080UMP2	48.6328832201
UniRef90_A0A080UMP2|unclassified	48.6328832201
UniRef90_A0A080UN39	82.3150354672
UniRef90_A0A080UN39|g__Bacillus.s__Bacillus_subtilis_group	80.3695101754
UniRef90_A0A080UN39|unclassified	1.9455252918
UniRef90_A0A080UN47	0
UniRef90_A0A080UN47|unclassified	0
UniRef90_A0A080UQ01	0
UniRef90_A0A080UQ01|unclassified	0
UniRef90_A0A080UQ38	65.0301194368
UniRef90_A0A080UQ38|unclassified	65.0301194368
UniRef90_A0A080UQ73	105.6689389355
UniRef90_A0A080UQ73|unclassified	105.6689389355
UniRef90_A0A080UQW6	54.7528575985
UniRef90_A0A080UQW6|g__Bacillus.s__Bacillus_subtilis_group	54.7528575985
UniRef90_A0A080UT19	75.8993342161
UniRef90_A0A080UT19|g__Bacillus.s__Bacillus_subtilis_group	75.8993342161
UniRef90_A0A080UV48	10.9972078123
UniRef90_A0A080UV48|unclassified	10.9972078123
UniRef90_A0A080UVN5	342.4443611944
UniRef90_A0A080UVN5|g__Bacillus.s__Bacillus_subtilis_group	342.4443611944
UniRef90_A0A084A5N5	3.0764231025
UniRef90_A0A084A5N5|unclassified	3.0764231025
UniRef90_A0A084JEK5	11.2982721728
UniRef90_A0A084JEK5|unclassified	11.2982721728
UniRef90_A0A085A8W4	9.5910293944
UniRef90_A0A085A8W4|unclassified	9.5910293944
UniRef90_A0A085A8X7	3.2328949211
UniRef90_A0A085A8X7|unclassified	3.2328949211
UniRef90_A0A085A9Q6	36.4099210691
UniRef90_A0A085A9Q6|g__Enterobacter.s__Enterobacter_cloacae_complex	36.4099210691
UniRef90_A0A085AAE9	76.0627700850
UniRef90_A0A085AAE9|g__Enterobacter.s__Enterobacter_cloacae_complex	76.0627700850
UniRef90_A0A085AES0	1.8382352941
UniRef90_A0A085AES0|unclassified	1.8382352941
UniRef90_A0A085AGJ6	25.0835406916
UniRef90_A0A085AGJ6|unclassified	25.0835406916
UniRef90_A0A085AKS1	17.2725102079
UniRef90_A0A085AKS1|unclassified	17.2725102079
UniRef90_A0A085FZP2	0
UniRef90_A0A085FZP2|unclassified	0
UniRef90_A0A085GB67	10.1715300333
UniRef90_A0A085GB67|unclassified	10.1715300333
UniRef90_A0A085GBZ5	10.8301163896
UniRef90_A0A085GBZ5|unclassified	10.8301163896
UniRef90_A0A085GC20	0
UniRef90_A0A085GC20|unclassified	0
UniRef90_A0A085GEI1	9.4604959479
UniRef90_A0A085GEI1|unclassified	9.4604959479
UniRef90_A0A085H533	64.4233166803
UniRef90_A0A085H533|g__Enterobacter.s__Enterobacter_cloacae_complex	64.4233166803
UniRef90_A0A085HEL4	55.2478778217
UniRef90_A0A085HEL4|g__Enterobacter.s__Enterobacter_cloacae_complex	31.5055835448
UniRef90_A0A085HEL4|unclassified	23.7422942769
UniRef90_A0A085HKK1	13.2398846376
UniRef90_A0A085HKK1|unclassified	13.2398846376
UniRef90_A0A085HMA5	2.7493651750
UniRef90_A0A085HMA5|unclassified	2.7493651750
UniRef90_A0A085P3I8	6.9252386602
UniRef90_A0A085P3I8|unclassified	6.9252386602
UniRef90_A0A085U7H5	5.9822489583
UniRef90_A0A085U7H5|unclassified	5.9822489583
UniRef90_A0A086E3T1	192.5346592416
UniRef90_A0A086E3T1|g__Enterobacter.s__Enterobacter_cloacae_complex	192.5346592416
UniRef90_A0A086EKH8	16.2091113778
UniRef90_A0A086EKH8|unclassified	16.2091113778
UniRef90_A0A086G738	13.4343434343
UniRef90_A0A086G738|unclassified	13.4343434343
UniRef90_A0A086G739	12.1190936974
UniRef90_A0A086G739|unclassified	12.1190936974
UniRef90_A0A086G740	55.9904095206
UniRef90_A0A086G740|unclassified	55.9904095206
UniRef90_A0A087JX61	0
UniRef90_A0A087JX61|unclassified	0
UniRef90_A0A087KL75	4.2700233424
UniRef90_A0A087KL75|unclassified	4.2700233424
UniRef90_A0A088BFU8	21.4160445645
UniRef90_A0A088BFU8|unclassified	21.4160445645
UniRef90_A0A089PL85	79.4355883829
UniRef90_A0A089PL85|g__Enterobacter.s__Enterobacter_cloacae_complex	79.4355883829
UniRef90_A0A089PLK4	19.4037642767
UniRef90_A0A089PLK4|unclassified	19.4037642767
UniRef90_A0A089PMW2	2.2341557824
UniRef90_A0A089PMW2|unclassified	2.2341557824
UniRef90_A0A089PTZ8	150.0801905886
UniRef90_A0A089PTZ8|g__Enterobacter.s__Enterobacter_cloacae_complex	147.9569721989
UniRef90_A0A089PTZ8|unclassified	2.1232183897
UniRef90_A0A089Q095	6.4139854887
UniRef90_A0A089Q095|unclassified	6.4139854887
UniRef90_A0A089QXT4	2.4393497763
UniRef90_A0A089QXT4|unclassified	2.4393497763
UniRef90_A0A089QZ53	7.0408937281
UniRef90_A0A089QZ53|unclassified	7.0408937281
UniRef90_A0A090N987	3.9615617770
UniRef90_A0A090N987|unclassified	3.9615617770
UniRef90_A0A090NBT1	26.4016832376
UniRef90_A0A090NBT1|unclassified	26.4016832376
UniRef90_A0A090NGK9	1.3865859227
UniRef90_A0A090NGK9|unclassified	1.3865859227
UniRef90_A0A090NI62	2.6315789474
UniRef90_A0A090NI62|unclassified	2.6315789474
UniRef90_A0A090NKS5	18.2748861617
UniRef90_A0A090NKS5|unclassified	18.2748861617
UniRef90_A0A090NX90	19.3261231375
UniRef90_A0A090NX90|unclassified	19.3261231375
UniRef90_A0A090U6H3	4.1536464212
UniRef90_A0A090U6H3|unclassified	4.1536464212
UniRef90_A0A090UYT2	0.6743050194
UniRef90_A0A090UYT2|unclassified	0.6743050194
UniRef90_A0A090UZY9	119.9232704911
UniRef90_A0A090UZY9|g__Enterobacter.s__Enterobacter_cloacae_complex	119.9232704911
UniRef90_A0A090V0M1	3.2442928862
UniRef90_A0A090V0M1|unclassified	3.2442928862
UniRef90_A0A090V9E3	7.7261540756
UniRef90_A0A090V9E3|unclassified	7.7261540756
UniRef90_A0A090VNB7	17.8342438949
UniRef90_A0A090VNB7|unclassified	17.8342438949
UniRef90_A0A090VVW0	144.8837987964
UniRef90_A0A090VVW0|g__Enterobacter.s__Enterobacter_cloacae_complex	144.8837987964
UniRef90_A0A090YSY7	2.6739256076
UniRef90_A0A090YSY7|unclassified	2.6739256076
UniRef90_A0A095XNF2	156.4514462616
UniRef90_A0A095XNF2|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	156.4514462616
UniRef90_A0A098F5T6	0
UniRef90_A0A098F5T6|unclassified	0
UniRef90_A0A098FGT1	15.8132914700
UniRef90_A0A098FGT1|unclassified	15.8132914700
UniRef90_A0A0A0FGU8	4.4642857143
UniRef90_A0A0A0FGU8|unclassified	4.4642857143
UniRef90_A0A0A0FLZ8	10.1273678515
UniRef90_A0A0A0FLZ8|unclassified	10.1273678515
UniRef90_A0A0A0FTL1	95.6383968242
UniRef90_A0A0A0FTL1|g__Enterobacter.s__Enterobacter_cloacae_complex	95.6383968242
UniRef90_A0A0A0FTL1|unclassified	0
UniRef90_A0A0A0G1J0	69.5079630630
UniRef90_A0A0A0G1J0|g__Enterobacter.s__Enterobacter_cloacae_complex	69.5079630630
UniRef90_A0A0A0H786	4.2872377639
UniRef90_A0A0A0H786|unclassified	4.2872377639
UniRef90_A0A0A0Q9J9	71.7208172947
UniRef90_A0A0A0Q9J9|unclassified	71.7208172947
UniRef90_A0A0A0TMC0	57.8848902636
UniRef90_A0A0A0TMC0|g__Bacillus.s__Bacillus_subtilis_group	57.8848902636
UniRef90_A0A0A0WWU8	21.2919393670
UniRef90_A0A0A0WWU8|unclassified	21.2919393670
UniRef90_A0A0A0YHS9	41.6666666667
UniRef90_A0A0A0YHS9|g__Bacillus.s__Bacillus_subtilis_group	41.6666666667
UniRef90_A0A0A1RM65	36.6315329388
UniRef90_A0A0A1RM65|unclassified	36.6315329388
UniRef90_A0A0A1RRG6	197.7667279849
UniRef90_A0A0A1RRG6|g__Enterobacter.s__Enterobacter_cloacae_complex	197.7667279849
UniRef90_A0A0A2R0H7	6.1349693252
UniRef90_A0A0A2R0H7|unclassified	6.1349693252
UniRef90_A0A0A2VV56	10.0846850138
UniRef90_A0A0A2VV56|unclassified	10.0846850138
UniRef90_A0A0A2VYA9	165.9585780762
UniRef90_A0A0A2VYA9|g__Enterobacter.s__Enterobacter_cloacae_complex	165.9585780762
UniRef90_A0A0A2WKQ9	2.3252348619
UniRef90_A0A0A2WKQ9|unclassified	2.3252348619
UniRef90_A0A0A6GQT8	0
UniRef90_A0A0A6GQT8|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A0A6IK86	12.2486177162
UniRef90_A0A0A6IK86|unclassified	12.2486177162
UniRef90_A0A0A6ZPJ5	19.2654847425
UniRef90_A0A0A6ZPJ5|unclassified	19.2654847425
UniRef90_A0A0A6ZQT4	8.1734500036
UniRef90_A0A0A6ZQT4|unclassified	8.1734500036
UniRef90_A0A0A6ZR78	5.1640577360
UniRef90_A0A0A6ZR78|unclassified	5.1640577360
UniRef90_A0A0A6ZRD2	2.5613648031
UniRef90_A0A0A6ZRD2|unclassified	2.5613648031
UniRef90_A0A0A6ZU62	5.4958796088
UniRef90_A0A0A6ZU62|unclassified	5.4958796088
UniRef90_A0A0A6ZVL7	29.6766871120
UniRef90_A0A0A6ZVL7|unclassified	29.6766871120
UniRef90_A0A0A6ZYR7	64.7830296733
UniRef90_A0A0A6ZYR7|g__Enterobacter.s__Enterobacter_cloacae_complex	64.7830296733
UniRef90_A0A0A6ZZC1	0
UniRef90_A0A0A6ZZC1|unclassified	0
UniRef90_A0A0A7A343	0
UniRef90_A0A0A7A343|unclassified	0
UniRef90_A0A0A7A4R3	3.5963890659
UniRef90_A0A0A7A4R3|unclassified	3.5963890659
UniRef90_A0A0A7ACZ3	31.6749356709
UniRef90_A0A0A7ACZ3|unclassified	31.6749356709
UniRef90_A0A0A7RLM0	80.4506653687
UniRef90_A0A0A7RLM0|unclassified	80.4506653687
UniRef90_A0A0A8J4X3	5.5567074672
UniRef90_A0A0A8J4X3|unclassified	5.5567074672
UniRef90_A0A0A8JGB7	7.8740157480
UniRef90_A0A0A8JGB7|unclassified	7.8740157480
UniRef90_A0A0A8UHF0	0.8672258478
UniRef90_A0A0A8UHF0|unclassified	0.8672258478
UniRef90_A0A0B0HVX2	0
UniRef90_A0A0B0HVX2|unclassified	0
UniRef90_A0A0B0UPP6	138.7336669415
UniRef90_A0A0B0UPP6|g__Enterobacter.s__Enterobacter_cloacae_complex	138.7336669415
UniRef90_A0A0B0VC64	163.6708108603
UniRef90_A0A0B0VC64|g__Enterobacter.s__Enterobacter_cloacae_complex	163.6708108603
UniRef90_A0A0B0W1Y3	0
UniRef90_A0A0B0W1Y3|unclassified	0
UniRef90_A0A0B0WEW0	102.4799722620
UniRef90_A0A0B0WEW0|g__Enterobacter.s__Enterobacter_cloacae_complex	102.4799722620
UniRef90_A0A0B0YZU4	101.2733794205
UniRef90_A0A0B0YZU4|g__Enterobacter.s__Enterobacter_cloacae_complex	63.9908808580
UniRef90_A0A0B0YZU4|unclassified	37.2824985625
UniRef90_A0A0B4S4C4	31.9762393763
UniRef90_A0A0B4S4C4|g__Bacillus.s__Bacillus_subtilis_group	31.9762393763
UniRef90_A0A0B5IFY5	65.6594749145
UniRef90_A0A0B5IFY5|g__Enterobacter.s__Enterobacter_cloacae_complex	65.6594749145
UniRef90_A0A0B5IHC9	73.2507146260
UniRef90_A0A0B5IHC9|unclassified	73.2507146260
UniRef90_A0A0B5IKN3	56.9325494917
UniRef90_A0A0B5IKN3|unclassified	56.9325494917
UniRef90_A0A0B7G4Y7	3.7703937103
UniRef90_A0A0B7G4Y7|unclassified	3.7703937103
UniRef90_A0A0B7G8M2	6.8757375459
UniRef90_A0A0B7G8M2|unclassified	6.8757375459
UniRef90_A0A0B7GJ01	1.8182058606
UniRef90_A0A0B7GJ01|unclassified	1.8182058606
UniRef90_A0A0C2AP13	138.3993386417
UniRef90_A0A0C2AP13|g__Enterobacter.s__Enterobacter_cloacae_complex	138.3993386417
UniRef90_A0A0C2Y222	26.3369934311
UniRef90_A0A0C2Y222|unclassified	26.3369934311
UniRef90_A0A0C3G6K9	156.9667851055
UniRef90_A0A0C3G6K9|g__Bacillus.s__Bacillus_subtilis_group	156.9667851055
UniRef90_A0A0C3I0T7	4.6296296296
UniRef90_A0A0C3I0T7|unclassified	4.6296296296
UniRef90_A0A0C3KEL7	191.6020121223
UniRef90_A0A0C3KEL7|g__Bacillus.s__Bacillus_subtilis_group	191.6020121223
UniRef90_A0A0C3KN02	2110.7142857143
UniRef90_A0A0C3KN02|g__Bacillus.s__Bacillus_subtilis_group	2110.7142857143
UniRef90_A0A0C4FE72	16.7258901112
UniRef90_A0A0C4FE72|unclassified	16.7258901112
UniRef90_A0A0C5GSS6	14.4282942133
UniRef90_A0A0C5GSS6|unclassified	14.4282942133
UniRef90_A0A0C5GXQ1	72.5631812433
UniRef90_A0A0C5GXQ1|g__Enterobacter.s__Enterobacter_cloacae_complex	72.5631812433
UniRef90_A0A0C9SFN2	27.5405954203
UniRef90_A0A0C9SFN2|unclassified	27.5405954203
UniRef90_A0A0D1I9P1	442.0156122268
UniRef90_A0A0D1I9P1|g__Bacillus.s__Bacillus_subtilis_group	442.0156122268
UniRef90_A0A0D1IB09	87.1701961302
UniRef90_A0A0D1IB09|g__Bacillus.s__Bacillus_subtilis_group	87.1701961302
UniRef90_A0A0D1IB66	256.5656565657
UniRef90_A0A0D1IB66|g__Bacillus.s__Bacillus_subtilis_group	256.5656565657
UniRef90_A0A0D1IBH9	84.6777077836
UniRef90_A0A0D1IBH9|g__Bacillus.s__Bacillus_subtilis_group	84.6777077836
UniRef90_A0A0D1IL93	165.9489781045
UniRef90_A0A0D1IL93|g__Bacillus.s__Bacillus_subtilis_group	165.9489781045
UniRef90_A0A0D1IL93|unclassified	0
UniRef90_A0A0D1ILL6	476.1904761905
UniRef90_A0A0D1ILL6|g__Bacillus.s__Bacillus_subtilis_group	476.1904761905
UniRef90_A0A0D1IMK5	160.7591382193
UniRef90_A0A0D1IMK5|g__Bacillus.s__Bacillus_subtilis_group	160.7591382193
UniRef90_A0A0D1IMM5	105.4285412456
UniRef90_A0A0D1IMM5|g__Bacillus.s__Bacillus_subtilis_group	105.4285412456
UniRef90_A0A0D1IN72	16.2158613445
UniRef90_A0A0D1IN72|g__Bacillus.s__Bacillus_subtilis_group	16.2158613445
UniRef90_A0A0D1IN89	189.8213934795
UniRef90_A0A0D1IN89|g__Bacillus.s__Bacillus_subtilis_group	189.8213934795
UniRef90_A0A0D1IN95	182.7343185797
UniRef90_A0A0D1IN95|g__Bacillus.s__Bacillus_subtilis_group	182.7343185797
UniRef90_A0A0D1INF7	84.4300823426
UniRef90_A0A0D1INF7|g__Bacillus.s__Bacillus_subtilis_group	84.4300823426
UniRef90_A0A0D1IP01	201.1500704698
UniRef90_A0A0D1IP01|g__Bacillus.s__Bacillus_subtilis_group	201.1500704698
UniRef90_A0A0D1IPI2	2192.0995670996
UniRef90_A0A0D1IPI2|g__Bacillus.s__Bacillus_subtilis_group	2192.0995670996
UniRef90_A0A0D1ISG3	99.2319471342
UniRef90_A0A0D1ISG3|g__Bacillus.s__Bacillus_subtilis_group	99.2319471342
UniRef90_A0A0D1ITI6	202.1449883699
UniRef90_A0A0D1ITI6|g__Bacillus.s__Bacillus_subtilis_group	202.1449883699
UniRef90_A0A0D1IUE9	102.5630543222
UniRef90_A0A0D1IUE9|g__Bacillus.s__Bacillus_subtilis_group	102.5630543222
UniRef90_A0A0D1J0D3	95.6611597407
UniRef90_A0A0D1J0D3|g__Bacillus.s__Bacillus_subtilis_group	95.6611597407
UniRef90_A0A0D1J1H1	97.5648601106
UniRef90_A0A0D1J1H1|g__Bacillus.s__Bacillus_subtilis_group	49.7016749581
UniRef90_A0A0D1J1H1|unclassified	47.8631851525
UniRef90_A0A0D1J1J1	187.9279020117
UniRef90_A0A0D1J1J1|g__Bacillus.s__Bacillus_subtilis_group	187.9279020117
UniRef90_A0A0D1J1M0	26.5836738248
UniRef90_A0A0D1J1M0|g__Bacillus.s__Bacillus_subtilis_group	26.5836738248
UniRef90_A0A0D1J1U1	40.6169594799
UniRef90_A0A0D1J1U1|g__Bacillus.s__Bacillus_subtilis_group	40.6169594799
UniRef90_A0A0D1JBZ2	59.5168651172
UniRef90_A0A0D1JBZ2|g__Bacillus.s__Bacillus_subtilis_group	59.5168651172
UniRef90_A0A0D1JC35	122.8142932328
UniRef90_A0A0D1JC35|g__Bacillus.s__Bacillus_subtilis_group	122.8142932328
UniRef90_A0A0D1JC86	162.0286839336
UniRef90_A0A0D1JC86|g__Bacillus.s__Bacillus_subtilis_group	162.0286839336
UniRef90_A0A0D1JCA4	1111.1111111111
UniRef90_A0A0D1JCA4|g__Bacillus.s__Bacillus_subtilis_group	1111.1111111111
UniRef90_A0A0D1JCN6	145.2874261790
UniRef90_A0A0D1JCN6|g__Bacillus.s__Bacillus_subtilis_group	145.2874261790
UniRef90_A0A0D1JF09	181.5189857665
UniRef90_A0A0D1JF09|g__Bacillus.s__Bacillus_subtilis_group	181.5189857665
UniRef90_A0A0D1JF37	77.5636061882
UniRef90_A0A0D1JF37|g__Bacillus.s__Bacillus_subtilis_group	77.5636061882
UniRef90_A0A0D1JFT5	217.0041760829
UniRef90_A0A0D1JFT5|g__Bacillus.s__Bacillus_subtilis_group	217.0041760829
UniRef90_A0A0D1JGB6	2471.7948717949
UniRef90_A0A0D1JGB6|g__Bacillus.s__Bacillus_subtilis_group	2471.7948717949
UniRef90_A0A0D1JGD8	53.3039978994
UniRef90_A0A0D1JGD8|g__Bacillus.s__Bacillus_subtilis_group	53.3039978994
UniRef90_A0A0D1JHL2	153.2344288734
UniRef90_A0A0D1JHL2|g__Bacillus.s__Bacillus_subtilis_group	153.2344288734
UniRef90_A0A0D1JIV3	19.1501535789
UniRef90_A0A0D1JIV3|g__Bacillus.s__Bacillus_subtilis_group	19.1501535789
UniRef90_A0A0D1JJN0	106.4908804091
UniRef90_A0A0D1JJN0|g__Bacillus.s__Bacillus_subtilis_group	106.4908804091
UniRef90_A0A0D1JJX8	247.6036068788
UniRef90_A0A0D1JJX8|g__Bacillus.s__Bacillus_subtilis_group	247.6036068788
UniRef90_A0A0D1JJZ6	53.2012106581
UniRef90_A0A0D1JJZ6|g__Bacillus.s__Bacillus_subtilis_group	53.2012106581
UniRef90_A0A0D1JKV9	62.7907964431
UniRef90_A0A0D1JKV9|g__Bacillus.s__Bacillus_subtilis_group	62.7907964431
UniRef90_A0A0D1JLC0	6.1728395062
UniRef90_A0A0D1JLC0|g__Bacillus.s__Bacillus_subtilis_group	6.1728395062
UniRef90_A0A0D1KAW1	184.8312987730
UniRef90_A0A0D1KAW1|g__Bacillus.s__Bacillus_subtilis_group	184.8312987730
UniRef90_A0A0D1KCD0	196.7642540956
UniRef90_A0A0D1KCD0|g__Bacillus.s__Bacillus_subtilis_group	196.7642540956
UniRef90_A0A0D1KCD8	114.1654456880
UniRef90_A0A0D1KCD8|g__Bacillus.s__Bacillus_subtilis_group	114.1654456880
UniRef90_A0A0D1KCE3	216.4561214412
UniRef90_A0A0D1KCE3|g__Bacillus.s__Bacillus_subtilis_group	216.4561214412
UniRef90_A0A0D1KCF5	76.9230769231
UniRef90_A0A0D1KCF5|g__Bacillus.s__Bacillus_subtilis_group	76.9230769231
UniRef90_A0A0D1KCI0	154.1671658726
UniRef90_A0A0D1KCI0|g__Bacillus.s__Bacillus_subtilis_group	154.1671658726
UniRef90_A0A0D1KF72	0
UniRef90_A0A0D1KF72|unclassified	0
UniRef90_A0A0D1KHU8	27.7273211583
UniRef90_A0A0D1KHU8|g__Bacillus.s__Bacillus_subtilis_group	27.7273211583
UniRef90_A0A0D1KI97	49.4829456016
UniRef90_A0A0D1KI97|g__Bacillus.s__Bacillus_subtilis_group	49.4829456016
UniRef90_A0A0D1KIJ0	7.3024334356
UniRef90_A0A0D1KIJ0|unclassified	7.3024334356
UniRef90_A0A0D1KIW8	65.5454556121
UniRef90_A0A0D1KIW8|g__Bacillus.s__Bacillus_subtilis_group	65.5454556121
UniRef90_A0A0D1KJ76	18.4379666299
UniRef90_A0A0D1KJ76|g__Bacillus.s__Bacillus_subtilis_group	13.6986301370
UniRef90_A0A0D1KJ76|unclassified	4.7393364929
UniRef90_A0A0D1KJN8	2.2339173108
UniRef90_A0A0D1KJN8|unclassified	2.2339173108
UniRef90_A0A0D1KM72	207.7692629703
UniRef90_A0A0D1KM72|g__Bacillus.s__Bacillus_subtilis_group	207.7692629703
UniRef90_A0A0D1KMB8	165.3788763261
UniRef90_A0A0D1KMB8|g__Bacillus.s__Bacillus_subtilis_group	165.3788763261
UniRef90_A0A0D1KMG2	143.5517699587
UniRef90_A0A0D1KMG2|g__Bacillus.s__Bacillus_subtilis_group	143.5517699587
UniRef90_A0A0D1KMG7	222.5927798888
UniRef90_A0A0D1KMG7|g__Bacillus.s__Bacillus_subtilis_group	222.5927798888
UniRef90_A0A0D1KMT6	151.0777975353
UniRef90_A0A0D1KMT6|g__Bacillus.s__Bacillus_subtilis_group	151.0777975353
UniRef90_A0A0D1KN80	271.4285714286
UniRef90_A0A0D1KN80|g__Bacillus.s__Bacillus_subtilis_group	271.4285714286
UniRef90_A0A0D1KPN3	183.9089984793
UniRef90_A0A0D1KPN3|g__Bacillus.s__Bacillus_subtilis_group	183.9089984793
UniRef90_A0A0D1KQA0	48.9533241254
UniRef90_A0A0D1KQA0|g__Bacillus.s__Bacillus_subtilis_group	48.9533241254
UniRef90_A0A0D1KQG3	143.4503161595
UniRef90_A0A0D1KQG3|g__Bacillus.s__Bacillus_subtilis_group	143.4503161595
UniRef90_A0A0D1KQN9	0
UniRef90_A0A0D1KQN9|g__Bacillus.s__Bacillus_subtilis_group	0
UniRef90_A0A0D1KRB9	120.1890285926
UniRef90_A0A0D1KRB9|g__Bacillus.s__Bacillus_subtilis_group	120.1890285926
UniRef90_A0A0D1KRP9	168.2824080397
UniRef90_A0A0D1KRP9|g__Bacillus.s__Bacillus_subtilis_group	168.2824080397
UniRef90_A0A0D1KRW4	55.5555555556
UniRef90_A0A0D1KRW4|g__Bacillus.s__Bacillus_subtilis_group	55.5555555556
UniRef90_A0A0D1KRX6	201.5234800798
UniRef90_A0A0D1KRX6|g__Bacillus.s__Bacillus_subtilis_group	201.5234800798
UniRef90_A0A0D1KS76	41.3894855683
UniRef90_A0A0D1KS76|g__Bacillus.s__Bacillus_subtilis_group	41.3894855683
UniRef90_A0A0D1KSB1	121.4396546225
UniRef90_A0A0D1KSB1|g__Bacillus.s__Bacillus_subtilis_group	121.4396546225
UniRef90_A0A0D1KSC2	179.0436386033
UniRef90_A0A0D1KSC2|g__Bacillus.s__Bacillus_subtilis_group	179.0436386033
UniRef90_A0A0D1KSH6	122.2321979982
UniRef90_A0A0D1KSH6|g__Bacillus.s__Bacillus_subtilis_group	122.2321979982
UniRef90_A0A0D1KSH6|unclassified	0
UniRef90_A0A0D1KU70	1161.1111111111
UniRef90_A0A0D1KU70|g__Bacillus.s__Bacillus_subtilis_group	1161.1111111111
UniRef90_A0A0D1KUG8	135.4928596308
UniRef90_A0A0D1KUG8|g__Bacillus.s__Bacillus_subtilis_group	135.4928596308
UniRef90_A0A0D1KUK0	21.1187930278
UniRef90_A0A0D1KUK0|g__Bacillus.s__Bacillus_subtilis_group	21.1187930278
UniRef90_A0A0D1KUN6	60.1253546396
UniRef90_A0A0D1KUN6|g__Bacillus.s__Bacillus_subtilis_group	60.1253546396
UniRef90_A0A0D1KUP2	201.3065123988
UniRef90_A0A0D1KUP2|g__Bacillus.s__Bacillus_subtilis_group	201.3065123988
UniRef90_A0A0D1KUR8	3577.0129870130
UniRef90_A0A0D1KUR8|g__Bacillus.s__Bacillus_subtilis_group	3577.0129870130
UniRef90_A0A0D1KVT2	40.0034303400
UniRef90_A0A0D1KVT2|g__Bacillus.s__Bacillus_subtilis_group	40.0034303400
UniRef90_A0A0D1KW00	82.1458508389
UniRef90_A0A0D1KW00|g__Bacillus.s__Bacillus_subtilis_group	82.1458508389
UniRef90_A0A0D1KW25	212.0975465018
UniRef90_A0A0D1KW25|g__Bacillus.s__Bacillus_subtilis_group	212.0975465018
UniRef90_A0A0D1KW84	1000.0000000000
UniRef90_A0A0D1KW84|g__Bacillus.s__Bacillus_subtilis_group	1000.0000000000
UniRef90_A0A0D1KWD5	125.0000000000
UniRef90_A0A0D1KWD5|g__Bacillus.s__Bacillus_subtilis_group	125.0000000000
UniRef90_A0A0D1KWW0	186.3249503623
UniRef90_A0A0D1KWW0|g__Bacillus.s__Bacillus_subtilis_group	186.3249503623
UniRef90_A0A0D1KX61	1458.3333333333
UniRef90_A0A0D1KX61|g__Bacillus.s__Bacillus_subtilis_group	1458.3333333333
UniRef90_A0A0D1KX92	274.9564476453
UniRef90_A0A0D1KX92|g__Bacillus.s__Bacillus_subtilis_group	274.9564476453
